Панцов. Жизн замечателных людей. 1428. Ден Сяопин.docx,"Панцов А.В. Дэн Сяопин, 2013"
Панцов. Жизн замечателных людей. 1757. Чан Кайши.docx,"Панцов А.В. Чан Кайши, 2019"
Папуловский А жизнь одна.docx,Папуловский И.П. А жизнь одна. 1988
Партизанская война.docx,"Толстой Л. Н. Партизанская война (Война и мир) — Наркомпрос РСФСР, Государственное Издательство Детской Литературы, 1941"
Пархомов. Тени на стене.docx,"Пархомов М.Н. Тени на стене, 1972"
Пархомов. Черные дяволы.docx,"Пархомов М.Н. Чёрные дьяволы, 1973"
Патоличев. Так добывалас Победа.docx,"Так добывалась Победа воспоминания бойцов и командиров 63-й гвардейской Челябинской добровольческой танковой бригады. — 2-е изд. дораб. — Челябинск Юж.-Урал. кн. изд-во, 1978"
Паушкин. И так же падал снег.docx,"Паушкин Г.А. И так же падал снег Повести и рассказы, 1981"
Пашинин. Герои среди нас сборник.docx,"Герои среди нас; Сборник статей. — Москва; Физкультура и спорт, 1970"
Пашкевич В.Г. Над рекой Березой.docx,"Пашкевич В.Г. Над рекой Березой, 1974"
Пашкевич. Афганистан война глазами комбата.docx,"Пашкевич М.М. Афганистан война глазами комбата, 1991"
Первая Конная армия (1928) т.docx,"Первая Конная; Альбом Худож. план и сценарий Варвара Степанова; Худож. оформление, футляр и переплет А. М. Родченко и Варвара Степанова Текст О. Л. Леонидов. — Москва; Изогиз, 1938"
Первая Конная армия (1928).docx,"Первая Конная; Альбом Худож. план и сценарий Варвара Степанова; Худож. оформление, футляр и переплет А. М. Родченко и Варвара Степанова Текст О. Л. Леонидов. — Москва; Изогиз, 1938"
Первая мировая империалистическая война.docx,"Первая мировая война, 1968"
